customer_id,customer_name,email,phone,city,region,preferred_category,priority_tier,total_orders,total_amount,loyalty_tier,registration_date,is_active,last_updated
U1189,Aarav Mishra,aarav.mishra51@email.com,9755070775,Agra,North,Clothing,Medium,7,40664.62,Gold,2022-08-15,Y,2024-01-01
U1190,Amit Shah,amit.shah93@email.com,9538404342,Chandigarh,North,Books,Medium,6,28724.67,Gold,2022-04-30,Y,2024-01-01
U1191,Vivaan Verma,vivaan.verma73@email.com,9224683417,Patna,East,Clothing,Medium,4,36897.96,Gold,2022-04-10,Y,2024-01-01
U1192,Shreya Tiwari,shreya.tiwari59@email.com,9587096273,Pune,West,Clothing,Low,6,67181.38,Platinum,2023-01-15,N,2024-01-01
U1193,Karan Roy,karan.roy63@email.com,9803217037,Chennai,South,Toys,Low,4,38011.85,Gold,2022-04-12,N,2024-01-01
U1194,Nikhil Gupta,nikhil.gupta14@email.com,9841183219,Hyderabad,South,Books,High,2,24734.63,Gold,2023-01-15,Y,2024-01-01
U1195,Sneha Shah,sneha.shah56@email.com,9206681214,Jaipur,North,Toys,Low,3,25695.53,Gold,2023-12-04,Y,2024-01-01
U1196,Rohan Agarwal,rohan.agarwal17@email.com,9527499187,Hyderabad,South,Grocery,High,2,6902.0,Bronze,2022-10-10,Y,2024-01-01
U1197,Vihaan Shah,vihaan.shah94@email.com,9327746886,Mumbai,West,Books,High,8,65516.06,Platinum,2023-10-20,Y,2024-01-01
U1198,Vivaan Bose,vivaan.bose26@email.com,9945011302,Bhubaneswar,East,Books,Medium,3,31971.02,Gold,2023-08-02,Y,2024-01-01
U1199,Aditya Tiwari,aditya.tiwari85@email.com,9331875999,Chennai,South,Books,Medium,4,48707.74,Gold,2022-08-27,Y,2024-01-01
U1200,Kavya Kumar,kavya.kumar10@email.com,9397721596,Ranchi,East,Clothing,Medium,4,55635.07,Platinum,2022-05-29,Y,2024-01-01
U1097,Amit Gupta,amit.gupta69@email.com,9295130056,Bhubaneswar,East,Toys,High,3,15079.28,Silver,2022-02-21,Y,2024-01-01
U1117,Diya Rao,diya.rao98@email.com,9361246928,Lucknow,North,Grocery,Low,3,10495.26,Silver,2022-11-10,Y,2024-01-01
U1059,Shreya Das,shreya.das79@email.com,9138684919,Bhubaneswar,East,Grocery,Medium,4,15184.59,Silver,2023-01-14,Y,2024-01-01
U1035,Myra Gupta,myra.gupta69@email.com,9882839238,Guwahati,East,Electronics,High,3,19148.96,Silver,2022-02-25,Y,2024-01-01
U1165,Divya Reddy,divya.reddy89@email.com,9843785903,Patna,East,Electronics,Low,9,75630.41,Platinum,2023-02-12,Y,2024-01-01
U1147,Deepak Malhotra,deepak.malhotra14@email.com,9588365604,Nagpur,West,Clothing,Medium,5,60408.23,Platinum,2022-04-01,Y,2024-01-01
U1028,Tanvi Tiwari,tanvi.tiwari49@email.com,9528414718,Jaipur,North,Grocery,High,2,18148.44,Silver,2023-11-19,Y,2024-01-01
U1078,Divya Roy,divya.roy94@email.com,9191048514,Bhubaneswar,East,Clothing,Medium,3,9615.86,Silver,2022-10-18,Y,2024-01-01
