transaction_id,user_id,transaction_date,region,product_category,sale_amount,status,city,state,age,subscription,raw_timestamp,email,username,price,quantity,store_id,product_name,discount_pct,customer_segment
T000894,U00149,2023-09-23,West,Home & Kitchen,1617.58,Churned,Houston,CO,39.0,Basic,07/11/2023 08:10:00,useru00149@gmail.com,user_364,1803.72,11,S003,Product_024,0.07,Consumer
T000915,U00030,2024-07-25,East,Beauty,2554.54,Pending,Houston,OR,25.0,Basic,2024-06-01T08:35:00,useru00030@gmail.com,user_80,1714.69,3,S004,Product_205,0.34,Home Office
T000811,U00046,2023-12-07,West,Beauty,2501.11,Pending,Phoenix,IL,61.0,Standard,2023-09-23T07:22:00,useru00046@gmail.com,user_210,412.14,2,S012,Product_065,0.41,Consumer
T000245,U00396,2024-04-09,South,Toys,601.38,Active,New York,WA,33.0,Basic,2024-03-17 06:38:00,useru00396@yahoo.com,user_97,1024.27,5,S005,Product_121,0.31,Corporate
T000823,U00145,2023-08-05,Central,Clothing,3103.81,Inactive,New York,WA,49.0,Basic,08/14/2023 00:00:00,useru00145@outlook.com,,2036.05,4,S001,Product_076,0.05,Corporate
T000322,U00064,2023-08-01,South,Clothing,911.51,Active,Boise,GA,43.0,Premium,2023-05-12T18:13:00,useru00064@outlook.com,,2449.92,6,S009,Product_088,0.21,Consumer
T000644,U00405,2023-02-25,East,Home & Kitchen,,Churned,Atlanta,CO,53.0,Standard,2024-04-21T16:32:00,useru00405@yahoo.com,user_108,1806.5,11,S009,Product_183,0.09,Corporate
T000159,U00411,2024-10-16,West,Furniture,4111.91,Active,Houston,NV,32.0,Standard,2023-11-08T02:13:00,useru00411@outlook.com,user_198,1317.85,11,S003,Product_286,0.37,Consumer
T000645,U00474,2023-03-04,Central,Electronics,1017.96,Active,Houston,OR,56.0,Basic,08/10/2024 10:07:00,useru00474@gmail.com,user_373,2321.7,13,S003,Product_296,0.08,Home Office
T000430,U00006,2023-07-20,East,Sports,38.02,Active,Denver,AZ,31.0,Premium,10/07/2023 01:41:00,,user_357,,10,S014,Product_016,0.43,Home Office
T000942,U00463,2024-12-29,West,Home & Kitchen,1939.12,Active,Seattle,TX,22.0,Basic,07/21/2023 18:49:00,useru00463@yahoo.com,user_166,2096.63,14,S011,Product_085,0.19,Corporate
T000463,U00427,2024-01-18,West,Furniture,3956.69,Inactive,Chicago,IL,66.0,Basic,2023-10-08 03:04:00,useru00427@outlook.com,user_370,2380.35,13,S011,Product_200,0.34,Corporate
T000310,U00133,2024-02-23,East,Clothing,4343.13,Active,Houston,OR,22.0,Premium,08/22/2024 07:30:00,,user_137,23.03,1,S002,Product_109,,Home Office
T000698,U00305,2023-02-04,East,Beauty,4512.54,Active,Denver,WA,,Free,2023-04-15 07:06:00,useru00305@yahoo.com,user_199,,6,S013,Product_152,0.35,Corporate
T000061,U00486,2024-02-10,East,Furniture,4022.34,Active,Phoenix,NV,23.0,Basic,12/12/2024 06:30:00,useru00486@yahoo.com,user_150,1584.09,13,S004,Product_167,0.19,Corporate
T000885,U00209,2023-05-16,South,Home & Kitchen,1248.5,Inactive,Los Angeles,CA,38.0,Premium,2024-01-29T02:47:00,useru00209@gmail.com,,1123.82,7,S009,Product_206,0.02,Consumer
T000596,U00072,2023-08-14,Central,Clothing,2594.6,Active,Los Angeles,GA,20.0,Premium,,useru00072@gmail.com,user_397,65.4,1,S002,Product_166,0.08,Home Office
T000768,U00462,2023-03-04,West,Home & Kitchen,1360.09,Active,Chicago,NY,64.0,Basic,2024-07-06 18:35:00,useru00462@gmail.com,user_157,1354.44,10,S012,Product_243,0.13,Consumer
T000650,U00422,2023-01-18,Central,Sports,4844.74,Active,Phoenix,OR,37.0,Basic,2024-02-01 09:48:00,useru00422@gmail.com,user_39,,8,S015,Product_028,0.21,Consumer
T000651,U00246,2023-08-25,East,Books,310.94,Active,Seattle,NY,42.0,Basic,2024-02-27 07:08:00,useru00246@outlook.com,user_55,656.35,14,S015,Product_004,0.11,Corporate
T000866,U00062,2024-04-12,West,Home & Kitchen,4971.38,Pending,Phoenix,WA,32.0,Premium,2024-09-01T12:40:00,useru00062@yahoo.com,user_268,2188.24,2,S003,Product_006,0.37,Home Office
T000669,U00404,2023-08-20,South,Home & Kitchen,4596.39,,Boise,GA,42.0,Basic,09/12/2023 22:37:00,useru00404@outlook.com,user_260,784.31,2,S006,Product_175,0.29,Home Office
T000299,U00307,2023-01-05,West,Furniture,3837.9,Active,Los Angeles,IL,27.0,Basic,2023-01-15 10:52:00,useru00307@gmail.com,user_50,2076.97,3,S001,Product_213,0.26,Corporate
T000690,U00304,2024-02-17,South,Furniture,1338.69,Pending,Los Angeles,CO,36.0,Premium,02/24/2023 22:56:00,useru00304@yahoo.com,user_68,1386.11,6,S008,Product_024,0.16,Consumer
T000315,U00381,2024-01-26,Central,Furniture,4044.15,Active,Chicago,NY,22.0,Standard,2023-07-12T23:07:00,useru00381@yahoo.com,user_296,780.44,4,S014,Product_199,0.49,Corporate
T000311,U00267,2023-09-30,South,Toys,3786.99,Active,Los Angeles,AZ,35.0,Free,2024-11-12T12:24:00,useru00267@yahoo.com,,1145.01,12,S014,Product_072,0.01,Home Office
T000362,U00045,2023-04-17,West,Electronics,3085.14,Inactive,Los Angeles,NV,49.0,Basic,08/18/2024 01:42:00,useru00045@gmail.com,user_233,290.68,2,S006,Product_238,0.21,Home Office
T000480,U00128,2023-12-25,West,Books,710.8,Pending,Phoenix,NV,58.0,Basic,,useru00128@gmail.com,user_269,1573.22,11,S008,Product_153,0.41,Home Office
T000111,U00411,2024-11-24,East,Clothing,484.04,Active,Phoenix,TX,57.0,Premium,2024-03-24T19:17:00,useru00411@yahoo.com,user_206,1144.06,12,S014,Product_245,0.4,Consumer
T000935,U00017,2023-11-24,West,Home & Kitchen,929.1,Active,Denver,TX,,Free,2024-09-20 01:54:00,useru00017@gmail.com,user_158,1441.81,11,S003,Product_187,0.09,Consumer
T000487,U00273,2023-12-29,East,Furniture,527.09,Churned,Boise,WA,54.0,Premium,2023-08-19 14:52:00,useru00273@gmail.com,,565.05,4,S004,Product_116,0.22,Consumer
T000364,U00124,2024-07-23,South,Sports,3085.18,Active,Houston,NV,42.0,Basic,06/27/2023 12:57:00,useru00124@yahoo.com,user_364,1263.12,13,S007,Product_134,0.42,Corporate
T000255,U00060,2023-01-14,West,Toys,2306.21,Pending,Los Angeles,NV,61.0,Basic,2024-09-23T11:44:00,useru00060@outlook.com,user_155,342.11,14,S001,Product_097,0.43,Home Office
T000260,U00402,2023-12-30,Central,Books,4482.63,Churned,Austin,NV,57.0,Premium,2024-03-24 14:53:00,useru00402@outlook.com,user_53,109.71,11,S002,Product_106,0.46,Corporate
T000803,U00001,2023-08-02,Central,Electronics,,Inactive,Reno,IL,65.0,Standard,2024-02-17T14:15:00,,user_267,1946.47,2,S005,Product_061,,Home Office
T000678,U00392,2023-07-31,West,Books,3228.87,Active,Chicago,TX,16.0,Standard,2024-07-05 12:43:00,useru00392@yahoo.com,user_7,156.64,10,S013,Product_199,0.48,Corporate
T000495,U00461,2023-04-13,East,Home & Kitchen,4986.74,,Seattle,GA,68.0,Basic,2023-04-30 21:35:00,useru00461@yahoo.com,,,1,S015,Product_246,0.41,Home Office
T000671,U00500,2024-12-27,Central,Clothing,2578.19,Active,Atlanta,CA,39.0,Premium,2024-08-31T20:41:00,useru00500@gmail.com,user_298,122.16,7,S011,Product_141,0.39,Home Office
T000378,U00266,2024-03-19,West,Electronics,3235.26,Active,Houston,CA,17.0,Premium,2024-06-28 03:17:00,useru00266@outlook.com,user_201,553.62,12,S005,Product_254,0.1,Corporate
T000527,U00344,2024-02-10,West,Books,2466.21,Pending,Phoenix,GA,,Basic,,useru00344@outlook.com,user_189,2073.45,3,S009,Product_004,0.46,Corporate
T000846,U00448,2023-11-23,Central,Clothing,3930.82,Inactive,Atlanta,TX,26.0,Premium,04/19/2023 17:11:00,useru00448@outlook.com,user_208,2207.89,3,S009,Product_211,0.09,Consumer
T000138,U00487,2023-06-15,West,Furniture,3932.54,Pending,Chicago,CA,25.0,Basic,2023-04-04T04:30:00,useru00487@gmail.com,user_190,99.2,7,S010,Product_267,0.14,Consumer
T000356,U00405,2023-09-08,Central,Electronics,781.27,Active,Boise,NV,40.0,Premium,04/18/2024 21:05:00,useru00405@outlook.com,,219.13,15,S015,Product_204,0.38,Corporate
T000366,U00395,2023-09-24,Central,Books,423.99,Active,Chicago,NV,70.0,Basic,2024-09-02 03:06:00,useru00395@gmail.com,user_254,2282.23,2,S008,Product_012,0.21,Home Office
T000943,U00385,2024-02-20,West,Sports,2993.26,Pending,Austin,NV,70.0,Basic,11/04/2023 00:13:00,useru00385@yahoo.com,user_341,1671.09,7,S012,Product_197,0.36,Consumer
T000750,U00284,2024-03-01,South,Electronics,3351.35,Churned,Los Angeles,CO,,Standard,2023-10-26T22:02:00,useru00284@outlook.com,user_54,1550.47,6,S003,Product_163,0.37,Consumer
T000949,U00062,2023-05-16,South,Toys,4256.91,Active,Tulsa,CO,59.0,Free,2023-08-07T13:30:00,useru00062@yahoo.com,user_220,184.01,2,S001,Product_256,0.15,Home Office
T000830,U00352,2024-06-21,South,Home & Kitchen,2376.58,Pending,Atlanta,AZ,53.0,Basic,2023-09-21 00:20:00,useru00352@outlook.com,user_231,1186.86,8,S008,Product_174,0.17,Consumer
T000657,U00384,2024-11-01,West,Sports,2723.95,Active,Denver,NV,63.0,Standard,2024-12-14 08:36:00,useru00384@outlook.com,user_34,434.44,10,S009,Product_020,0.4,Home Office
T000200,U00202,2023-07-02,Central,Clothing,727.92,Active,Portland,NY,43.0,Premium,2023-03-16T02:36:00,,user_255,1602.64,11,S007,Product_137,0.08,Corporate
T000214,U00181,2023-10-01,East,Furniture,,Active,Los Angeles,CO,47.0,Premium,2024-12-27T17:43:00,useru00181@yahoo.com,,1734.59,15,S002,Product_097,0.45,Consumer
T000409,U00134,2023-10-21,East,Clothing,416.71,,Reno,NV,46.0,Standard,2023-07-04 14:00:00,useru00134@yahoo.com,user_365,1858.42,1,S014,Product_221,0.01,Consumer
T000333,U00065,2023-06-09,East,Electronics,3839.25,Pending,Portland,AZ,42.0,Standard,03/20/2024 15:18:00,useru00065@yahoo.com,user_79,471.22,2,S014,Product_135,0.5,Corporate
T000209,U00249,2023-02-25,South,Home & Kitchen,1088.66,Active,Chicago,AZ,23.0,Premium,01/03/2024 08:12:00,useru00249@outlook.com,user_144,2129.87,3,S013,Product_176,0.11,Consumer
T000614,U00392,2024-03-03,South,Electronics,3213.26,Active,Denver,GA,61.0,Basic,2023-11-30T21:42:00,useru00392@outlook.com,user_267,2243.18,14,S014,Product_146,0.41,Corporate
T000079,U00255,2023-12-22,East,Books,843.15,Churned,Austin,WA,61.0,Standard,01/31/2023 10:51:00,useru00255@gmail.com,user_296,1242.89,1,S008,Product_291,0.08,Consumer
T000030,U00342,2023-12-22,Central,Books,4457.75,Pending,New York,TX,65.0,Premium,,useru00342@outlook.com,user_240,1381.36,2,S002,Product_159,0.2,Corporate
T000536,U00420,2024-02-07,West,Beauty,3751.63,,New York,IL,55.0,Premium,2024-12-11 06:45:00,useru00420@outlook.com,user_254,185.16,4,S013,Product_208,0.15,Home Office
T000696,U00457,2023-10-31,West,Beauty,2194.87,Churned,Austin,IL,36.0,Premium,06/26/2024 01:25:00,,user_220,1472.77,12,S005,Product_154,0.47,Home Office
T000558,U00440,2024-05-26,West,Electronics,1042.4,Active,Los Angeles,WA,22.0,Basic,2024-01-20 09:23:00,useru00440@gmail.com,user_111,1597.94,14,S010,Product_072,0.32,Consumer
T000837,U00087,2023-02-15,East,Clothing,2829.57,Active,Portland,CA,25.0,Premium,2024-01-16 09:56:00,useru00087@yahoo.com,user_294,1464.03,3,S006,Product_099,0.12,Consumer
T000597,U00300,2023-03-25,West,Sports,2409.09,Inactive,Portland,GA,56.0,Standard,2024-09-11 00:46:00,useru00300@yahoo.com,user_59,1262.53,5,S005,Product_082,0.04,Home Office
T000166,U00103,2024-12-02,East,Clothing,,,Seattle,TX,70.0,Premium,2023-12-18 22:51:00,,user_108,533.63,13,S005,Product_281,0.24,Consumer
T000919,U00245,2024-09-24,Central,Sports,2587.73,Active,Denver,CA,34.0,Basic,08/03/2023 03:04:00,useru00245@yahoo.com,user_334,260.49,4,S011,Product_166,0.43,Home Office
T000496,U00387,2024-08-28,West,Clothing,3320.93,Inactive,Portland,NV,59.0,Basic,07/13/2024 20:12:00,useru00387@yahoo.com,user_150,1068.67,2,S008,Product_013,0.25,Corporate
T000825,U00404,2024-03-10,South,Clothing,1607.09,Active,Los Angeles,NY,23.0,Premium,2024-04-04 15:21:00,useru00404@outlook.com,user_289,250.66,3,S007,Product_024,0.38,Corporate
T000066,U00222,2024-02-10,West,Sports,2253.38,Active,New York,IL,28.0,Standard,2023-03-06T18:06:00,useru00222@yahoo.com,user_59,2157.28,11,S006,Product_199,0.31,Corporate
T000142,U00005,2024-12-18,South,Sports,1443.58,Pending,Austin,AZ,19.0,Premium,2023-11-18T11:13:00,useru00005@outlook.com,user_98,503.17,14,S005,Product_106,0.11,Home Office
T000926,U00286,2023-07-13,East,Toys,2303.8,Active,Austin,OR,41.0,Premium,05/23/2023 10:47:00,useru00286@yahoo.com,user_17,2123.33,11,S012,Product_113,0.13,Consumer
T000828,U00271,2024-02-17,South,Toys,937.82,Active,New York,CA,43.0,Premium,01/11/2023 14:41:00,useru00271@gmail.com,user_35,1767.49,4,S012,Product_281,0.48,Corporate
T000656,U00224,2023-06-02,West,Clothing,2627.83,Pending,Phoenix,CO,,Free,2024-02-17 13:27:00,useru00224@yahoo.com,user_13,,10,S008,Product_240,0.06,Consumer
T000332,U00057,2023-07-14,West,Home & Kitchen,1978.78,,Atlanta,TX,57.0,Basic,11/12/2024 08:07:00,useru00057@yahoo.com,user_366,1878.97,7,S009,Product_200,0.07,Consumer
T000665,U00006,2023-06-06,East,Clothing,1935.82,,Los Angeles,NV,63.0,Basic,,useru00006@outlook.com,user_399,1338.88,9,S004,Product_022,0.44,Corporate
T000250,U00455,2023-12-03,West,Clothing,1976.91,,Austin,AZ,,Basic,12/25/2024 21:30:00,useru00455@yahoo.com,user_3,114.4,8,S006,Product_292,0.06,Home Office
T000908,U00450,2024-05-13,West,Books,1689.81,Active,Austin,IL,38.0,Premium,2023-01-14 09:20:00,useru00450@yahoo.com,user_194,1232.9,1,S010,Product_165,0.25,Consumer
T000709,U00026,2023-12-14,South,Toys,2679.54,Pending,Atlanta,IL,19.0,Basic,2023-06-08T16:58:00,useru00026@gmail.com,user_142,2205.76,11,S002,Product_264,0.07,Corporate
T000306,U00080,2023-07-14,West,Beauty,2462.35,,New York,AZ,39.0,Basic,2024-08-25 02:26:00,useru00080@gmail.com,user_290,1908.56,13,S015,Product_179,0.25,Home Office
T000735,U00289,2024-10-17,East,Books,2404.89,Active,Chicago,OR,50.0,Premium,07/11/2024 21:48:00,useru00289@yahoo.com,user_304,777.23,7,S014,Product_104,0.19,Home Office
T000568,U00050,2024-05-23,Central,Books,169.85,Pending,Chicago,CO,66.0,Free,2023-11-10T09:41:00,useru00050@yahoo.com,user_121,2118.57,4,S004,Product_237,0.07,Consumer
T000050,U00267,2023-08-15,East,Books,314.18,Churned,Chicago,TX,55.0,Basic,2023-02-18T11:41:00,useru00267@outlook.com,user_214,753.22,9,S008,Product_124,0.42,Home Office
T000897,U00240,2023-08-12,West,Clothing,2076.7,Pending,Houston,CA,40.0,Premium,,useru00240@outlook.com,user_122,91.21,3,S010,Product_258,0.4,Corporate
T000003,U00404,2024-03-27,West,Beauty,3664.48,Active,Portland,OR,26.0,Standard,01/10/2024 16:32:00,useru00404@yahoo.com,user_247,741.38,13,S002,Product_240,0.48,Consumer
T000545,U00456,2024-02-21,Central,Home & Kitchen,1214.29,Inactive,Chicago,NY,42.0,Basic,2024-07-29 02:45:00,useru00456@gmail.com,user_202,1627.17,6,S005,Product_275,0.3,Corporate
T000351,U00218,2023-07-19,West,Clothing,398.26,Churned,Austin,CA,30.0,Basic,2023-03-08 06:38:00,useru00218@yahoo.com,user_104,85.76,10,S010,Product_023,0.28,Consumer
T000905,U00455,2024-05-20,East,Home & Kitchen,1281.28,Active,Boise,CA,39.0,Premium,2024-02-29 16:54:00,useru00455@gmail.com,user_213,642.11,3,S015,Product_132,0.43,Home Office
T000537,U00050,2023-07-15,West,Electronics,1485.96,Churned,Chicago,NY,19.0,Free,,useru00050@outlook.com,user_199,762.95,15,S008,Product_022,0.34,Corporate
T000345,U00220,2024-06-27,East,Home & Kitchen,3400.37,Pending,Seattle,WA,54.0,Premium,04/17/2023 08:58:00,useru00220@yahoo.com,user_365,1973.2,3,S013,Product_076,0.16,Home Office
T000026,U00019,2023-10-28,West,Sports,4430.09,Active,New York,OR,67.0,Premium,10/24/2024 06:18:00,useru00019@gmail.com,user_170,1999.36,7,S012,Product_226,0.45,Consumer
T000482,U00030,2024-10-15,West,Books,4213.2,,Los Angeles,GA,36.0,Standard,2024-01-01 02:00:00,useru00030@yahoo.com,user_254,1087.25,13,S014,Product_250,0.28,Corporate
T000576,U00173,2023-05-05,East,Toys,2558.79,Pending,New York,NY,37.0,Basic,02/02/2024 06:34:00,useru00173@outlook.com,,2480.35,6,S003,Product_268,0.41,Corporate
T000034,U00067,2024-01-15,East,Clothing,1602.39,Active,Houston,IL,24.0,Premium,2024-01-29 19:26:00,useru00067@gmail.com,user_296,478.64,9,S008,Product_256,0.44,Consumer
T000032,U00434,2023-03-22,West,Books,634.6,Inactive,Chicago,GA,56.0,Free,2023-06-07T05:42:00,useru00434@outlook.com,user_289,2160.13,11,S013,Product_296,0.13,Home Office
T000232,U00278,2023-12-18,South,Electronics,,Inactive,Denver,NY,39.0,Standard,2024-03-29 14:02:00,useru00278@outlook.com,user_156,414.54,5,S012,Product_200,0.24,Home Office
T000014,U00004,2024-05-24,Central,Home & Kitchen,654.64,Active,Los Angeles,GA,68.0,Basic,,useru00004@gmail.com,user_295,1014.04,5,S002,Product_208,0.01,Home Office
T000193,U00239,2024-06-13,West,Clothing,1233.7,Pending,Chicago,NY,58.0,Standard,11/16/2023 19:03:00,useru00239@gmail.com,user_263,1437.04,6,S013,Product_151,,Home Office
T000334,U00102,2024-04-30,Central,Clothing,3508.71,Active,New York,NV,55.0,Premium,05/16/2023 12:02:00,useru00102@gmail.com,user_316,2161.55,9,S005,Product_119,0.11,Consumer
T000004,U00441,2024-11-23,Central,Furniture,4836.68,Active,Boise,OR,15.0,Premium,2024-01-13T21:47:00,useru00441@yahoo.com,user_191,,15,S009,Product_168,0.46,Consumer
T000205,U00280,2023-05-21,East,Sports,3823.5,Active,Seattle,NY,32.0,Basic,2024-12-14 11:35:00,,user_52,1582.33,3,S001,Product_250,,Consumer
T000515,U00254,2024-09-11,Central,Toys,1447.44,Churned,Seattle,CA,43.0,Premium,2023-06-30 06:16:00,useru00254@outlook.com,user_359,1905.36,14,S006,Product_117,0.08,Home Office
T000800,U00473,2023-04-04,West,Furniture,2707.06,Churned,Austin,WA,61.0,Basic,2024-02-28T08:30:00,useru00473@outlook.com,user_65,,1,S009,Product_270,0.13,Consumer
T000307,U00189,2024-12-14,West,Furniture,4633.33,Active,New York,CA,67.0,Standard,2023-01-29T22:42:00,useru00189@outlook.com,user_349,622.3,11,S014,Product_083,0.01,Home Office
T000110,U00281,2024-05-23,South,Toys,,Pending,Omaha,NY,68.0,Basic,2023-04-03T16:04:00,useru00281@yahoo.com,user_234,743.58,2,S014,Product_090,0.44,Corporate
T000431,U00324,2024-04-10,East,Toys,3752.18,Inactive,Phoenix,NY,17.0,Basic,2024-12-31T04:45:00,useru00324@gmail.com,"",144.84,1,S006,Product_050,0.43,Consumer
T000078,U00472,2023-07-28,South,Home & Kitchen,2686.59,Pending,Houston,NY,34.0,Standard,2023-09-02 01:15:00,useru00472@gmail.com,user_312,1666.87,3,S002,Product_007,0.35,Consumer
T000085,U00134,2023-06-28,West,Furniture,4274.46,Inactive,Chicago,NY,44.0,Standard,2023-05-05 00:03:00,useru00134@yahoo.com,user_323,214.68,15,S014,Product_039,,Home Office
T000287,U00097,2024-07-02,West,Home & Kitchen,,Churned,Chicago,TX,69.0,Basic,2024-05-15 06:46:00,useru00097@outlook.com,user_86,1879.51,9,S006,Product_256,0.26,Home Office
T000083,U00459,2024-01-17,East,Clothing,2908.05,Pending,Austin,OR,19.0,Premium,11/09/2024 04:15:00,useru00459@yahoo.com,user_202,1839.71,5,S004,Product_039,0.47,Home Office
T000298,U00311,2023-04-13,West,Clothing,2677.92,Active,Chicago,CA,58.0,Basic,2023-07-02 06:45:00,useru00311@outlook.com,user_357,1588.8,11,S012,Product_053,0.2,Consumer
T000790,U00391,2023-10-12,South,Toys,3828.65,Churned,Los Angeles,AZ,22.0,Premium,12/03/2023 17:47:00,useru00391@yahoo.com,user_137,58.08,13,S009,Product_287,0.49,Corporate
T000895,U00295,2023-04-07,West,Electronics,335.64,Active,Denver,TX,48.0,Premium,2023-11-01 15:42:00,useru00295@outlook.com,,1683.31,6,S014,Product_044,0.16,Corporate
T000399,U00150,2023-05-13,Central,Toys,3291.34,Active,Denver,GA,28.0,Standard,2024-01-01T07:28:00,useru00150@yahoo.com,user_150,614.29,6,S012,Product_278,,Corporate
T000324,U00374,2024-09-29,East,Books,1310.77,Active,Houston,CO,20.0,Standard,2024-12-12 04:34:00,useru00374@outlook.com,user_325,485.61,11,S011,Product_262,0.3,Consumer
T000520,U00214,2024-05-17,West,Books,3161.23,Active,Phoenix,NV,42.0,Basic,2024-06-26T09:21:00,useru00214@outlook.com,user_190,,6,S007,Product_127,0.1,Consumer
T000917,U00019,2023-05-02,West,Home & Kitchen,1105.04,Inactive,Phoenix,TX,39.0,Standard,2023-08-18T08:57:00,useru00019@yahoo.com,user_312,2303.69,6,S001,Product_216,0.25,Home Office
T000923,U00131,2024-07-04,West,Furniture,,Inactive,Reno,IL,34.0,Basic,04/27/2024 22:16:00,useru00131@gmail.com,user_324,1364.2,15,S011,Product_250,0.13,Home Office
T000006,U00209,2023-10-14,West,Beauty,1094.18,Active,Austin,AZ,21.0,Basic,10/22/2024 11:03:00,useru00209@gmail.com,"",1658.61,10,S001,Product_026,0.39,Consumer
T000732,U00412,2023-01-01,South,Electronics,1275.57,Active,Boise,CA,19.0,Standard,2023-04-09T04:46:00,useru00412@yahoo.com,user_104,1880.98,10,S007,Product_237,0.27,Corporate
T000466,U00413,2024-05-13,Central,Electronics,4565.78,Active,Austin,OR,17.0,Standard,12/01/2023 17:31:00,useru00413@outlook.com,user_39,2435.7,9,S003,Product_263,,Corporate
T000098,U00445,2024-07-02,South,Furniture,1328.04,Inactive,Seattle,CO,17.0,Basic,2024-09-25T19:43:00,useru00445@yahoo.com,user_170,127.98,5,S015,Product_191,0.01,Corporate
T000267,U00477,2024-05-16,Central,Furniture,4120.82,Active,Omaha,CO,23.0,Basic,2024-06-25 03:44:00,useru00477@gmail.com,user_287,2379.8,7,S002,Product_062,0.18,Home Office
T000358,U00217,2023-10-04,West,Home & Kitchen,,Inactive,Phoenix,WA,70.0,Standard,06/21/2024 06:42:00,useru00217@gmail.com,user_220,1884.17,6,S007,Product_247,0.24,Consumer
T000869,U00076,2023-05-02,East,Toys,4990.41,Active,Los Angeles,OR,41.0,Premium,2023-05-11 07:27:00,useru00076@yahoo.com,user_320,1022.34,3,S006,Product_298,0.16,Home Office
T000799,U00049,2023-08-19,South,Toys,2050.79,Pending,Denver,WA,61.0,Free,11/24/2024 04:17:00,useru00049@yahoo.com,user_180,97.45,10,S011,Product_057,0.16,Home Office
T000381,U00235,2023-01-14,South,Books,3553.68,Churned,Austin,NV,45.0,Standard,10/17/2024 00:09:00,useru00235@outlook.com,user_183,614.7,7,S006,Product_106,0.37,Corporate
T000632,U00396,2024-11-27,West,Books,1128.79,Pending,Phoenix,NY,58.0,Standard,03/18/2023 03:58:00,,user_268,837.37,13,S001,Product_045,0.42,Corporate
T000382,U00328,2023-04-21,South,Toys,4936.79,Active,Chicago,AZ,36.0,Basic,2023-10-10 09:12:00,useru00328@outlook.com,user_314,1989.36,13,S013,Product_178,0.14,Corporate
T000491,U00159,2024-07-05,Central,Books,1659.36,Churned,Houston,OR,24.0,Free,2024-08-23 10:55:00,useru00159@gmail.com,user_184,,2,S009,Product_212,0.37,Consumer
T000119,U00364,2024-03-03,Central,Books,4388.61,Active,New York,NY,16.0,Premium,2023-02-27 06:17:00,useru00364@outlook.com,user_32,741.38,1,S006,Product_232,0.05,Home Office
T000901,U00300,2024-12-21,South,Clothing,3306.06,Active,Houston,WA,50.0,Premium,2023-01-17 00:44:00,useru00300@yahoo.com,user_358,2189.82,4,S014,Product_272,0.35,Corporate
T000251,U00145,2023-11-27,Central,Clothing,2740.31,Active,Austin,WA,26.0,Standard,2024-02-13 02:01:00,useru00145@yahoo.com,user_386,389.57,13,S007,Product_159,0.45,Corporate
T000524,U00305,2024-03-30,Central,Clothing,4685.15,Active,Los Angeles,NV,44.0,Basic,2023-11-27 00:07:00,useru00305@outlook.com,user_73,1802.65,11,S007,Product_166,0.2,Consumer
T000010,U00205,2024-03-01,Central,Beauty,2139.55,Active,Los Angeles,TX,58.0,Premium,2023-03-29 02:27:00,useru00205@yahoo.com,user_285,2391.78,11,S002,Product_211,0.18,Corporate
T000197,U00327,2023-12-29,South,Furniture,3056.32,Active,Seattle,WA,32.0,Premium,2024-08-21T12:29:00,useru00327@outlook.com,user_395,846.83,3,S006,Product_281,,Consumer
T000604,U00352,2024-10-16,West,Books,1201.7,Active,Atlanta,AZ,27.0,Premium,11/19/2023 22:07:00,useru00352@gmail.com,user_47,1501.64,12,S015,Product_064,0.27,Consumer
T000082,U00078,2023-01-07,South,Electronics,1172.66,Churned,Atlanta,CA,,Standard,2023-11-11T03:13:00,useru00078@yahoo.com,user_31,360.22,1,S015,Product_119,0.45,Home Office
T000784,U00164,2023-07-19,West,Furniture,109.68,Active,Houston,IL,65.0,Premium,2024-06-29T04:54:00,useru00164@yahoo.com,user_162,612.16,10,S001,Product_272,0.16,Consumer
T000588,U00322,2024-05-23,South,Electronics,,Churned,New York,GA,41.0,Premium,2023-07-18T05:06:00,useru00322@yahoo.com,,502.67,14,S010,Product_290,,Corporate
T000798,U00095,2024-01-05,West,Furniture,86.83,Active,Reno,NV,32.0,Premium,2024-11-11T23:01:00,useru00095@outlook.com,,2208.84,1,S004,Product_094,0.21,Corporate
T000240,U00121,2024-03-09,West,Clothing,884.02,Inactive,Los Angeles,WA,70.0,Basic,01/19/2024 22:07:00,useru00121@yahoo.com,user_143,2342.75,12,S006,Product_158,0.01,Home Office
T000291,U00117,2023-08-21,Central,Sports,2377.45,Churned,Denver,CO,61.0,Premium,2023-03-29 10:54:00,useru00117@outlook.com,user_225,1398.32,10,S014,Product_066,0.15,Corporate
T000212,U00500,2024-04-10,East,Home & Kitchen,4372.25,Churned,Boise,AZ,55.0,Basic,2024-10-04T02:24:00,useru00500@gmail.com,user_386,2365.51,13,S004,Product_042,0.31,Consumer
T000718,U00137,2024-01-14,South,Furniture,4581.53,Active,Atlanta,AZ,65.0,Basic,2023-10-02T23:49:00,useru00137@gmail.com,user_123,1412.97,5,S007,Product_198,0.47,Home Office
T000360,U00267,2023-01-04,South,Home & Kitchen,3175.12,Inactive,Houston,CA,28.0,Premium,2024-12-14 17:49:00,useru00267@gmail.com,user_98,,14,S006,Product_009,0.15,Consumer
T000450,U00391,2024-04-20,Central,Clothing,1922.93,,Austin,OR,27.0,Basic,2023-05-22T19:39:00,useru00391@outlook.com,user_210,815.93,10,S011,Product_242,0.34,Consumer
